rating	review	book_title	user	review_title
2	I discovered early in The Life of Pi why the main character was named after a infinite number - the book is an interminable bore. This book is sort of a Rorschach test for religious belief, so here's my take. If you haven't read Pi yet and want to, the rest of my review will spoil it for you, so...	Life of Pi	Tiffany	I discovered early in The
1	"Once, while riding the bus, I told a friend I hated this book. A guy I'd never met turned around to tell me that he was shocked and this was a beautiful book. I can sum up my hatred of this book by saying this: At the end of the book a character asks ""Do you prefer the story with animals or witho..."	Life of Pi	Jenny	Once, while riding the bus,
4	"On the surface, it's the story of a 16 year old Indian boy named ""Pi"" who, when he and his zookeeping family decide to transplant themselves and some animals to Canada, ends up stranded on a lifeboat with a hyena, a zebra, an orangutan, and a 450-lb Bengal tiger named ""Richard Parker.""Don't let t..."	Life of Pi	Teresa Jusino	On the surface, it's the
2	This one could have been a winner for me if it had been less descriptive. When you strip away the unnecessary animal facts, you do find an incredibly unique survival story, but unfortunately this isnt a book Im ever going to want to re-read, or re-listen, rather. Honestly? The movie is much mor...	Life of Pi	Lola 	This one could have been
5	Might need some audiobook recommendations after this. I'm gonna miss Pi.	Life of Pi	Justin	Might need some audiobook recommendations
4	For years I noticed this book on display, particularly its cartoonish paperback cover. Was it a children's book? This Pi stuff -- was it something about math? It's a castaway story and like all castaway and shipwreck stories it's about human endurance, indomitable spirit and man vs. nature. The t...	Life of Pi	Jim Fonseca	For years I noticed this
4	"Life of Pi, Yann MartelLife of Pi is a Canadian fantasy adventure novel by Yann Martel published in 2001. The protagonist is Piscine Molitor ""Pi"" Patel, an Indian boy from Pondicherry who explores issues of spirituality and practicality from an early age. He survives 227 days after a shipwreck wh..."	Life of Pi	Ahmad Sharabiani	Life of Pi, Yann MartelLife
4	I'm a huge fan of Yann Martel's allegorical story.I read Life of Pi shortly after it had won the Booker, heavily intrigued by the story's improbable premise (boy in lifeboat with Bengal tiger). I was keen to see how the author could pull this off.But pull it off he did, taking me back to a wondro...	Life of Pi	Kevin Ansbro	I'm a huge fan of
2	UPDATE: Some will see this as good news...there is a movie based on this piffling 21st-century Kahlil Gibran ripoff, directed by Ang Lee, coming out...trailer here. As one can readily see, no smarm or treacle has been spared.The whole world has a copy of this book, including me...but not for long...	Life of Pi	Richard Derus	UPDATE: Some will see this
4	As a sort of parable on the value of storytelling, Yann Martel's fantastical adventure, Life of Pi, is astonishing. In the most desperate of circumstances, while Pi is on his lifeboat with a Bengal tiger named Richard Parker, imagination and storytelling are the keys to Pi's incredible story of s...	Life of Pi	J.L.   Sutton	As a sort of parable
3	Oh finally I get it. I read this a couple of years ago and it was supposed to be all about God. But no, it's not a religious allegory at all. It's about the collapse of communism. As the ocean liner of communism sinks under the weight of its own massive incompetence (a good idea, but the captain...	Life of Pi	Paul Bryant	Oh finally I get it
5	Stay gold, Ponyboy...Stay gold... *cries in Spanish*	The Outsiders	Ana O	Stay gold, Ponyboy
4	"""Stay gold, Ponyboy. Stay gold...""T_T"	The Outsiders	Virginia Ronan ♥ Herondale ♥	"""Stay gold, Ponyboy"
3	the outsiders is a book about a group of youthful greasers living in oklahoma, and about their struggles to exist in a society that seems designed to dismiss them. oklahoma is also the name of a popular musical.draw your own conclusions, or continue reading.see, i don't know from oklahoma in the...	The Outsiders	karen	the outsiders is a book
5	I have watched this movie over and over when I was younger and I still have it today and love it just as much. I will admit I was in love with Dallas and had a crush on Sodapop but Dallas was my man =)I just can't believe it took me this many years to read the book! And the book was so close to t...	The Outsiders	Melissa ♥ Dog/Wolf Lover ♥ Martin	I have watched this movie
4	who is this glory everyone keeps talking about?	The Outsiders	unknown	who is this glory everyone
4	Greasers don't get hair cuts, they get oil changes	The Outsiders	Matthew	Greasers don't get hair cuts,
5	I'm a little horrified at myself for not having this book up before now. We had a discussion about it in class today, and I had to write this as soon it was over. I wish there were more stars to give The Outsiders, but five will have to do. I love this book, and have loved it faithfully since I r...	The Outsiders	Briynne	I'm a little horrified at
5	I loved The Outsiders when I read it as a teen and again when I read it just a few months ago. S. E. Hinton created a believable and engaging cast of characters who struggle with conflict in and out of their gang and learn the meaning of friendship and family. A very moving and enjoyable story!	The Outsiders	Nancy	I loved The Outsiders when
4	Audiobooks while working is A+	The Outsiders	Maureen	Audiobooks while working is A+
4	This was a great book but I was incredibly disappointed after I found out it wasn't about aliens.	The Outsiders	Allie	This was a great book
4	"""I wondered how he could stand being so handsome.""
 Yeah, how could he even stand it??? Sodapop, how you doin'?"	The Outsiders	Kelly (and the Book Boar)	"""I wondered how he could"
3	3.5 stars rounded. This book seemed too nihilistic for my taste. A lot of events occur. A group of youths called the Greasers oppose the Socs, a suburban group, rival to the Greasers.I didn't cherish this book in places. It's lugubrious at times. What is the motivation for whom is a forgotten que...	The Outsiders	Luffy	3
3	It was quite enjoyable, but I truly do not believe teenage boys in 1960s Oklahoma thought about each other's pretty hair.	The Outsiders	Emily May	It was quite enjoyable, but
5	weeping	The Outsiders	Raeleen Lemay	weeping
5	I seriously love this book with all my heart.	The Outsiders	Kylie	I seriously love this book
5	Sometimes there are peculiar stories, stories which will not leave you for a long time and which are going to accompany you long after having turned the last page.Sometimes there are touching stories, stories which feel so realistic that you believe every word the author puts into the novel.Somet...	The Outsiders	Councillor	Sometimes there are peculiar stories,
4	i was actually spoiled for the ending of this book by Fangirl (SO BE AWARE) but DESPITE THAT i still really really liked this book i am weak for a group of tragic boys with tragic pasts who are outwardly dangerous and feared but are actually deep down soft marshmallows and love each other more...	The Outsiders	may ❀	i was actually spoiled for
